sale_id,date,region,tyre_type,tyre_size,units_sold,unit_price,total_sales,revenue,bill_date,price
S02198,2024-04-23,West,Radial,17,52.0,4464.0,443617.5,232128.0,2024-04-23,4464
S02199,2024-03-18,East,Radial,18,80.0,5476.0,439440.0,439440.0,2024-03-18,5493
S02200,2024-05-09,North,Biased,15,125.0,4127.0,515875.0,515875.0,2024-05-09,4127
S02201,2024-02-06,West,Radial,15,64.0,5265.0,336960.0,336960.0,2024-02-06,5265
S02202,2024-01-20,South,Radial,14,103.0,3792.0,390576.0,390576.0,2024-01-20,3792
S02203,2024-01-26,North,Biased,16,102.0,4909.0,500718.0,500718.0,2024-01-26,4909
S02205,2024-01-01,West,Radial,18,87.0,4328.0,376536.0,376536.0,2024-01-01,4328
S02207,2024-02-04,West,Radial,15,148.0,4819.0,713212.0,713212.0,2024-02-04,4819
S02208,2024-07-16,South,Radial,17,129.0,5226.0,674154.0,674154.0,2024-07-16,5226
S02210,2024-03-09,East,Biased,15,73.0,4902.0,357846.0,357846.0,2024-03-09,4902
S02211,2024-06-09,North,Biased,17,66.0,5201.0,343266.0,343266.0,2024-06-09,5201
S02212,2024-06-27,East,Radial,18,67.0,4304.0,288368.0,288368.0,2024-06-27,4304
S02213,2024-01-12,Eest,Radial,18,91.0,4733.0,430703.0,430703.0,2024-01-12,4733
S02214,2024-01-20,South,Biased,18,66.0,4038.0,266508.0,266508.0,2024-01-20,4038
S02215,2024-06-29,West,Radial,14,65.0,4351.0,282815.0,282815.0,2024-06-29,4351
S02216,2024-02-12,South,Biased,18,134.0,3677.0,492718.0,492718.0,2024-02-12,3677
S02218,2024-02-19,West,Biased,14,147.0,4055.0,596085.0,596085.0,2024-02-19,4055
S02219,2024-01-29,East,Biased,17,101.0,4595.0,464095.0,464095.0,2024-01-29,4595
S02220,2024-07-03,East,Biased,15,85.0,5423.0,460955.0,460955.0,2024-07-03,5423
S02221,2024-02-08,North,Biased,16,140.0,5031.0,704340.0,704340.0,2024-02-08,5031
S02222,2024-07-02,West,Biased,18,88.0,4745.0,417560.0,417560.0,2024-07-02,4745
S02223,2024-06-19,North,Radial,18,130.0,4447.0,578110.0,578110.0,2024-06-19,4447
S02224,2024-06-26,North,Biased,18,74.0,4322.0,319828.0,319828.0,2024-06-26,4322
S02225,2024-05-30,South,Biased,14,91.0,3727.0,339157.0,339157.0,2024-05-30,3727
S02226,2024-06-20,North,Radial,14,70.0,5364.0,375480.0,375480.0,2024-06-20,5364
S02227,2024-02-07,West,Biased,14,117.0,4756.0,556452.0,556452.0,2024-02-07,4756
S02228,2024-03-24,North,Radial,16,138.0,4791.0,661158.0,661158.0,2024-03-24,4791
S02229,2024-05-30,West,Biased,15,108.0,5433.0,586764.0,586764.0,2024-05-30,5433
S02230,2024-05-07,East,Radial,18,79.0,3753.0,296487.0,296487.0,2024-05-07,3753
S02231,2024-05-05,North,Radial,17,106.0,4174.0,442444.0,442444.0,2024-05-05,4174
S02232,2024-02-14,West,Radial,18,82.0,3520.24,287410.0,287410.0,2024-02-14,3505
S02233,2024-02-21,East,Biased,18,139.0,3546.0,492894.0,492894.0,2024-02-21,3546
S02234,2024-03-20,West,Radial,18,138.0,4930.0,680340.0,680340.0,2024-03-20,4930
S02235,2024-06-26,East,Biased,18,102.0,4382.0,446964.0,446964.0,2024-06-26,4382
S02236,2024-05-03,South,Biased,15,65.0,4079.0,265135.0,265135.0,2024-05-03,4079
S02237,2024-04-28,North,Biased,17,98.0,3753.0,367794.0,367794.0,2024-04-28,3753
S02238,2024-01-08,North,Biased,14,137.0,4972.0,681164.0,681164.0,2024-01-08,4972
S02239,2024-03-25,Eest,Biased,17,54.0,3558.0,443617.5,200073.52,2024-03-25,3558
S02240,2024-05-08,South,Biased,18,126.0,4916.0,619416.0,619416.0,2024-05-08,4916
S02241,2024-01-08,West,Biased,17,143.0,5154.0,737022.0,737022.0,2024-01-08,5154
S02242,2024-06-05,South,Radial,18,109.0,5221.0,569089.0,569089.0,2024-06-05,5221
S02243,2024-04-05,West,Biased,17,120.0,4059.0,487080.0,487080.0,2024-04-05,4059
S02244,2024-04-11,West,Biased,16,130.0,4514.0,586820.0,586820.0,2024-04-11,4514
S02245,2024-01-05,North,Radial,17,104.0,4714.0,490256.0,490256.0,2024-01-05,4714
S02246,2024-03-26,East,Biased,14,140.0,3764.0,526960.0,526960.0,2024-03-26,3764
S02248,2024-02-03,North,Radial,17,118.0,5081.0,599558.0,599558.0,2024-02-03,5081
S02249,2024-07-11,North,Biased,17,91.0,4666.0,424606.0,424606.0,2024-07-11,4666
S02250,2024-02-24,West,Biased,15,118.0,3745.0,441910.0,441910.0,2024-02-24,3745
S02251,2024-04-28,North,Radial,17,73.0,4739.0,345947.0,345947.0,2024-04-28,4739
S02252,2024-06-19,West,Biased,14,120.0,3936.0,472320.0,472320.0,2024-06-19,3936
S02253,2024-06-06,East,Radial,16,120.0,4187.0,502440.0,502440.0,2024-06-06,4187
S02254,2024-04-23,West,Radial,14,104.0,5363.0,557752.0,557752.0,2024-04-23,5363
S02255,2024-05-24,West,Biased,15,63.0,3975.0,250425.0,250425.0,2024-05-24,3975
S02256,2024-01-26,South,Radial,17,104.0,4907.0,510328.0,510328.0,2024-01-26,4907
S02257,2024-05-15,North,Biased,16,64.0,4437.0,283968.0,283968.0,2024-05-15,4437
S02258,2024-02-16,North,Biased,14,54.0,4377.0,236358.0,236358.0,2024-02-16,4377
S02259,2024-04-22,North,Radial,16,53.0,4156.0,220268.0,220268.0,2024-04-22,4156
S02260,2024-03-16,North,Radial,18,79.0,4046.0,319634.0,319634.0,2024-03-16,4046
S02261,2024-03-12,South,Biased,14,133.0,3914.0,520562.0,520562.0,2024-03-12,3914
S02262,2024-03-29,South,Biased,18,102.0,4655.0,474810.0,474810.0,2024-03-29,4655
S02263,2024-02-15,South,Biased,16,139.0,5339.0,742121.0,742121.0,2024-02-15,5339
S02265,2024-02-02,Nort,Biased,17,79.0,5030.0,397370.0,397370.0,2024-02-02,5030
S02266,2024-01-01,West,Radial,17,135.0,4676.0,631260.0,631260.0,2024-01-01,4676
S02268,2024-01-31,South,Radial,17,133.0,5083.0,676039.0,676039.0,2024-01-31,5083
S02269,2024-05-21,West,Biased,15,141.0,3667.0,517047.0,517047.0,2024-05-21,3667
S02270,2024-02-22,South,Radial,14,110.0,5213.0,573430.0,573430.0,2024-02-22,5213
S02271,2024-02-17,North,Biased,14,120.0,5298.0,635760.0,635760.0,2024-02-17,5298
S02272,2024-03-09,North,Radial,16,117.0,5130.0,600210.0,600210.0,2024-03-09,5130
S02273,2024-04-14,West,Biased,18,141.0,5351.0,754491.0,754491.0,2024-04-14,5351
S02274,2024-03-30,West,Biased,14,104.0,4302.0,447408.0,447408.0,2024-03-30,4302
S02275,2024-07-08,West,Radial,18,148.0,3729.0,551892.0,551892.0,2024-07-08,3729
S02276,2024-07-12,North,Biased,16,146.0,4202.0,613492.0,613492.0,2024-07-12,4202
S02277,2024-07-10,North,Radial,17,120.0,4927.0,591240.0,591240.0,2024-07-10,4927
S02278,2024-07-16,East,Radial,16,122.0,3643.0,444446.0,444446.0,2024-07-16,3643
S02279,2024-03-03,West,Radial,15,147.0,5441.0,762528.6400000001,762767.88,2024-03-03,5441
S02280,2024-03-13,East,Radial,17,91.0,5199.0,473109.0,473109.0,2024-03-13,5199
S02281,2024-06-09,South,Radial,17,147.0,5054.0,742938.0,742938.0,2024-06-09,5054
S02282,2024-06-17,East,Radial,17,126.0,5421.0,683046.0,683046.0,2024-06-17,5421
S02283,2024-03-29,South,Radial,16,78.0,3567.0,278226.0,278226.0,2024-03-29,3567
S02284,2024-06-24,South,Biased,15,84.0,4517.0,379428.0,379428.0,2024-06-24,4517
S02285,2024-01-13,East,Radial,18,94.0,3597.0,338118.0,338118.0,2024-01-13,3597
S02286,2024-03-13,West,Radial,16,123.0,3520.24,431238.0,431238.0,2024-03-13,3506
S02287,2024-03-17,South,Biased,14,143.0,4314.0,616902.0,616902.0,2024-03-17,4314
S02288,2024-06-07,West,Biased,14,139.0,3676.0,510964.0,510964.0,2024-06-07,3676
S02289,2024-03-08,Unknown,Radial,16,148.0,4729.0,699892.0,699892.0,2024-03-08,4729
S02290,2024-04-07,South,Radial,18,141.0,3798.0,535518.0,535518.0,2024-04-07,3798
S02291,2024-05-04,North,Radial,14,78.0,5323.0,415194.0,415194.0,2024-05-04,5323
S02292,2024-04-11,East,Biased,18,119.0,5436.0,646884.0,646884.0,2024-04-11,5436
S02295,2024-01-19,South,Radial,17,106.0,4130.0,437780.0,437780.0,2024-01-19,4130
S02296,2024-07-16,North,Radial,14,115.0,3769.0,433435.0,433435.0,2024-07-16,3769
S02297,2024-03-22,South,Biased,18,71.0,3580.0,254180.0,254180.0,2024-03-22,3580
S02298,2024-05-20,East,Radial,17,76.0,5195.0,394820.0,394820.0,2024-05-20,5195
S02299,2024-01-23,West,Radial,14,71.0,4711.0,334481.0,334481.0,2024-01-23,4711
S02300,2024-03-23,West,Radial,15,123.0,5223.0,642429.0,642429.0,2024-03-23,5223
S02301,2024-04-18,South,Biased,17,98.0,4319.0,423262.0,423262.0,2024-04-18,4319
S02302,2024-03-15,South,Radial,15,132.0,4000.0,528000.0,528000.0,2024-03-15,4000
S02303,2024-05-08,North,Radial,15,73.0,4205.0,306965.0,306965.0,2024-05-08,4205
S02304,2024-03-28,East,Biased,14,76.0,5010.0,380760.0,380760.0,2024-03-28,5010
S02305,2024-02-23,Unknown,Biased,16,85.0,5295.0,450075.0,450075.0,2024-02-23,5295
S02306,2024-07-17,North,Radial,18,66.0,5011.0,330726.0,330726.0,2024-07-17,5011
S02307,2024-03-29,South,Radial,14,105.0,4489.0,471345.0,471345.0,2024-03-29,4489
S02308,2024-05-22,West,Biased,17,59.0,5001.0,295059.0,295059.0,2024-05-22,5001
S02309,2024-03-05,North,Radial,18,103.0,4202.0,432806.0,432806.0,2024-03-05,4202
S02310,2024-03-16,North,Radial,16,130.0,4812.0,625560.0,625560.0,2024-03-16,4812
S02311,2024-07-17,South,Biased,14,123.0,3605.0,443415.0,443415.0,2024-07-17,3605
S02312,2024-05-22,East,Radial,16,123.0,4140.0,509220.0,509220.0,2024-05-22,4140
S02313,2024-05-28,West,Radial,17,87.0,4108.0,357396.0,357396.0,2024-05-28,4108
S02314,2024-05-26,East,Biased,14,130.0,4495.0,584350.0,584350.0,2024-05-26,4495
S02315,2024-02-29,North,Radial,17,139.0,4508.0,626612.0,626612.0,2024-02-29,4508
S02316,2024-04-02,East,Radial,18,139.0,5099.0,708761.0,708761.0,2024-04-02,5099
S02317,2024-06-09,North,Radial,18,147.0,5163.0,758961.0,758961.0,2024-06-09,5163
S02318,2024-02-18,East,Biased,16,53.0,4746.0,251538.0,251538.0,2024-02-18,4746
S02319,2024-02-04,South,Radial,16,99.0,5328.0,527472.0,527472.0,2024-02-04,5328
S02320,2024-06-20,East,Biased,18,140.0,5476.0,762528.6400000001,762767.88,2024-06-20,5497
S02321,2024-04-11,North,Biased,15,110.0,3881.0,426910.0,426910.0,2024-04-11,3881
S02322,2024-01-11,West,Radial,18,70.0,4337.0,443617.5,303590.0,2024-01-11,4337
S02323,2024-04-08,West,Biased,14,85.0,5426.0,461210.0,461210.0,2024-04-08,5426
S02324,2024-07-18,West,Radial,17,95.0,3603.0,342285.0,342285.0,2024-07-18,3603
S02325,2024-04-19,North,Radial,18,144.0,4163.0,599472.0,599472.0,2024-04-19,4163
S02326,2024-03-14,East,Radial,18,120.0,4637.0,556440.0,556440.0,2024-03-14,4637
S02327,2024-07-12,West,Biased,17,93.0,5031.0,467883.0,467883.0,2024-07-12,5031
S02328,2024-06-22,West,Radial,17,113.0,5476.0,620031.0,620031.0,2024-06-22,5487
S02329,2024-01-09,West,Radial,14,147.0,4578.0,672966.0,672966.0,2024-01-09,4578
S02331,2024-03-25,North,Biased,16,137.0,4740.0,649380.0,649380.0,2024-03-25,4740
S02332,2024-01-26,North,Biased,18,62.0,5158.0,319796.0,319796.0,2024-01-26,5158
S02333,2024-03-12,North,Radial,17,62.0,4526.0,280612.0,280612.0,2024-03-12,4526
S02335,2024-07-12,North,Radial,17,54.0,3906.0,210924.0,210924.0,2024-07-12,3906
S02336,2024-07-16,South,Radial,18,88.0,4175.0,367400.0,367400.0,2024-07-16,4175
S02337,2024-06-04,East,Biased,15,78.0,3940.0,307320.0,307320.0,2024-06-04,3940
S02338,2024-04-26,South,Biased,17,106.0,5154.0,546324.0,546324.0,2024-04-26,5154
S02339,2024-06-02,West,Biased,16,95.0,3931.0,443617.5,373445.0,2024-06-02,3931
S02340,2024-06-01,South,Biased,18,82.0,4408.0,361456.0,361456.0,2024-06-01,4408
S02341,2024-01-12,North,Biased,14,137.0,3560.0,487720.0,487720.0,2024-01-12,3560
S02343,2024-02-17,North,Biased,15,107.0,4996.0,534572.0,534572.0,2024-02-17,4996
S02344,2024-02-06,South,Radial,14,74.0,4770.0,352980.0,352980.0,2024-02-06,4770
S02345,2024-02-13,North,Radial,15,123.0,5270.0,648210.0,648210.0,2024-02-13,5270
S02346,2024-01-15,West,Radial,15,88.0,5443.0,478984.0,478984.0,2024-01-15,5443
S02347,2024-02-12,North,Radial,16,65.0,4438.0,288470.0,288470.0,2024-02-12,4438
S02348,2024-06-24,South,Radial,17,109.0,4368.0,476112.0,476112.0,2024-06-24,4368
S02349,2024-03-27,Unknown,Radial,16,77.0,4895.0,376915.0,376915.0,2024-03-27,4895
S02350,2024-03-10,South,Biased,16,125.0,4812.0,601500.0,601500.0,2024-03-10,4812
S02351,2024-02-15,West,Radial,16,93.0,5113.0,475509.0,475509.0,2024-02-15,5113
S02352,2024-04-17,East,Biased,14,107.0,4547.0,486529.0,486529.0,2024-04-17,4547
S02353,2024-05-02,East,Radial,17,81.0,3905.0,316305.0,316305.0,2024-05-02,3905
S02355,2024-01-21,South,Biased,14,142.0,4112.0,583904.0,583904.0,2024-01-21,4112
S02356,2024-05-30,South,Radial,16,94.0,4895.0,460130.0,460130.0,2024-05-30,4895
S02357,2024-04-16,West,Radial,16,102.0,5286.0,539172.0,539172.0,2024-04-16,5286
S02358,2024-03-20,West,Radial,15,110.0,5158.0,567380.0,567380.0,2024-03-20,5158
S02359,2024-02-16,West,Radial,15,99.0,3714.0,367686.0,367686.0,2024-02-16,3714
S02360,2024-04-26,Wst,Radial,18,76.0,3761.0,285836.0,285836.0,2024-04-26,3761
S02361,2024-05-03,Nort,Biased,15,75.0,4414.0,331050.0,331050.0,2024-05-03,4414
S02362,2024-05-22,East,Radial,17,52.0,5367.0,279084.0,279084.0,2024-05-22,5367
S02363,2024-01-25,North,Biased,14,139.0,4869.0,676791.0,676791.0,2024-01-25,4869
S02365,2024-02-20,North,Biased,18,114.0,3622.0,412908.0,412908.0,2024-02-20,3622
S02366,2024-01-15,Nort,Radial,15,84.0,4263.0,358092.0,358092.0,2024-01-15,4263
S02367,2024-03-08,East,Radial,18,102.0,3819.0,389538.0,389538.0,2024-03-08,3819
S02368,2024-01-21,North,Radial,14,140.0,5433.0,760620.0,760620.0,2024-01-21,5433
S02369,2024-05-20,West,Radial,14,95.0,4860.0,461700.0,461700.0,2024-05-20,4860
S02370,2024-01-19,South,Radial,18,117.0,3657.0,427869.0,427869.0,2024-01-19,3657
S02371,2024-02-03,West,Radial,18,132.0,4850.0,640200.0,640200.0,2024-02-03,4850
S02372,2024-03-18,South,Biased,18,71.0,5184.0,368064.0,368064.0,2024-03-18,5184
S02373,2024-05-04,West,Radial,16,109.0,4588.0,500092.0,500092.0,2024-05-04,4588
S02374,2024-07-14,West,Biased,17,55.0,3868.0,212740.0,212740.0,2024-07-14,3868
S02375,2024-04-26,South,Biased,15,101.0,4369.0,441269.0,441269.0,2024-04-26,4369
S02376,2024-02-21,East,Radial,15,122.0,4527.0,552294.0,552294.0,2024-02-21,4527
S02377,2024-01-27,North,Radial,15,124.0,4185.0,518940.0,518940.0,2024-01-27,4185
S02378,2024-06-05,West,Radial,18,135.0,5171.0,698085.0,698085.0,2024-06-05,5171
S02379,2024-06-04,East,Radial,18,122.0,4413.0,538386.0,538386.0,2024-06-04,4413
S02380,2024-02-04,North,Radial,18,78.0,5279.0,411762.0,411762.0,2024-02-04,5279
S02381,2024-05-15,East,Radial,16,92.0,4583.0,421636.0,421636.0,2024-05-15,4583
S02383,2024-04-15,Unknown,Biased,16,83.0,4083.0,338889.0,338889.0,2024-04-15,4083
S02384,2024-06-12,West,Biased,16,80.0,5130.0,410400.0,410400.0,2024-06-12,5130
S02385,2024-06-06,East,Biased,14,135.0,4042.0,545670.0,545670.0,2024-06-06,4042
S02386,2024-05-25,West,Biased,16,95.0,3655.0,347225.0,347225.0,2024-05-25,3655
S02387,2024-01-02,West,Biased,16,53.0,4387.0,232511.0,232511.0,2024-01-02,4387
S02388,2024-06-25,West,Radial,16,51.0,4251.0,216801.0,216801.0,2024-06-25,4251
S02389,2024-03-17,North,Radial,15,54.0,3563.0,200853.24,200073.52,2024-03-17,3563
S02390,2024-05-11,South,Radial,15,95.0,3920.0,372400.0,372400.0,2024-05-11,3920
S02391,2024-03-30,Unknown,Biased,15,128.0,3822.0,489216.0,489216.0,2024-03-30,3822
S02392,2024-03-29,South,Biased,17,68.0,4632.0,443617.5,314976.0,2024-03-29,4632
S02393,2024-04-03,South,Biased,14,87.0,4986.0,433782.0,433782.0,2024-04-03,4986
S02395,2024-04-04,West,Radial,16,128.0,4046.0,517888.0,517888.0,2024-04-04,4046
S02396,2024-04-17,West,Radial,15,121.0,3750.0,453750.0,453750.0,2024-04-17,3750
S02397,2024-03-14,West,Biased,14,69.0,4365.0,301185.0,301185.0,2024-03-14,4365
S02398,2024-02-08,South,Biased,16,125.0,4009.0,501125.0,501125.0,2024-02-08,4009
S02399,2024-05-20,North,Biased,17,117.0,5071.0,593307.0,593307.0,2024-05-20,5071
S02400,2024-06-07,South,Radial,18,102.0,3940.0,401880.0,401880.0,2024-06-07,3940
S02402,2024-07-09,West,Radial,18,88.0,4143.0,364584.0,364584.0,2024-07-09,4143
S02403,2024-02-25,West,Radial,16,85.0,4316.0,366860.0,366860.0,2024-02-25,4316
S02405,2024-07-07,West,Radial,14,64.0,4178.0,267392.0,267392.0,2024-07-07,4178
S02406,2024-02-11,East,Radial,18,51.0,3773.0,200853.24,200073.52,2024-02-11,3773
S02407,2024-07-02,West,Radial,18,144.0,3559.0,512496.0,512496.0,2024-07-02,3559
S02408,2024-02-05,North,Radial,14,58.0,3841.0,222778.0,222778.0,2024-02-05,3841
S02409,2024-03-24,East,Biased,18,72.0,4917.0,354024.0,354024.0,2024-03-24,4917
S02411,2024-04-27,East,Biased,14,75.0,4744.0,355800.0,355800.0,2024-04-27,4744
S02414,2024-05-08,West,Radial,16,146.0,4838.0,706348.0,706348.0,2024-05-08,4838
S02415,2024-06-20,East,Biased,14,127.0,3966.0,503682.0,503682.0,2024-06-20,3966
S02416,2024-04-29,North,Radial,15,107.0,4357.0,466199.0,466199.0,2024-04-29,4357
S02417,2024-06-21,South,Radial,17,114.0,3762.0,428868.0,428868.0,2024-06-21,3762
S02418,2024-04-15,North,Biased,16,126.0,5304.0,668304.0,668304.0,2024-04-15,5304
S02419,2024-02-16,North,Biased,16,128.0,4654.0,595712.0,595712.0,2024-02-16,4654
S02420,2024-05-02,North,Biased,15,118.0,3923.0,462914.0,462914.0,2024-05-02,3923
S02421,2024-05-20,East,Biased,18,63.0,4790.0,301770.0,301770.0,2024-05-20,4790
S02422,2024-04-28,North,Radial,14,127.0,4219.0,535813.0,535813.0,2024-04-28,4219
S02423,2024-05-29,West,Radial,15,95.0,4735.0,449825.0,449825.0,2024-05-29,4735
S02424,2024-04-27,North,Biased,15,118.0,4062.0,479316.0,479316.0,2024-04-27,4062
S02426,2024-05-16,West,Biased,15,81.0,4418.0,357858.0,357858.0,2024-05-16,4418
S02427,2024-01-26,West,Biased,18,100.0,3787.0,378700.0,378700.0,2024-01-26,3787
S02428,2024-01-09,South,Biased,17,118.0,3924.0,463032.0,463032.0,2024-01-09,3924
S02429,2024-01-15,North,Radial,15,148.0,4053.0,603897.0,603897.0,2024-01-15,4053
S02430,2024-01-10,East,Biased,15,64.0,4258.0,272512.0,272512.0,2024-01-10,4258
S02431,2024-05-01,North,Radial,14,102.0,5457.0,556614.0,556614.0,2024-05-01,5457
S02432,2024-04-30,North,Radial,16,120.0,5230.0,627600.0,627600.0,2024-04-30,5230
S02433,2024-05-04,Wst,Radial,18,118.0,3743.0,441674.0,441674.0,2024-05-04,3743
S02434,2024-06-18,South,Biased,15,143.0,5235.0,748605.0,748605.0,2024-06-18,5235
S02435,2024-03-12,North,Radial,17,64.0,5393.0,345152.0,345152.0,2024-03-12,5393
S02436,2024-05-31,East,Biased,17,79.0,5156.0,407324.0,407324.0,2024-05-31,5156
S02437,2024-02-18,Nort,Radial,17,127.0,4499.0,571373.0,571373.0,2024-02-18,4499
S02438,2024-06-02,East,Radial,14,73.0,4857.0,354561.0,354561.0,2024-06-02,4857
S02439,2024-03-31,West,Radial,17,137.0,3827.0,524299.0,524299.0,2024-03-31,3827
S02440,2024-02-06,South,Biased,14,84.0,4214.0,353976.0,353976.0,2024-02-06,4214
S02441,2024-03-08,North,Biased,18,118.0,4629.0,546222.0,546222.0,2024-03-08,4629
S02442,2024-02-19,South,Biased,17,61.0,5285.0,322385.0,322385.0,2024-02-19,5285
S02443,2024-05-31,North,Biased,16,133.0,5410.0,719530.0,719530.0,2024-05-31,5410
S02444,2024-01-19,East,Radial,15,95.0,5461.0,518795.0,518795.0,2024-01-19,5461
S02445,2024-04-09,South,Radial,18,118.0,5462.0,644516.0,644516.0,2024-04-09,5462
S02446,2024-02-29,North,Biased,16,85.0,4300.0,365500.0,365500.0,2024-02-29,4300
S02447,2024-06-15,West,Biased,18,134.0,4602.0,616668.0,616668.0,2024-06-15,4602
S02448,2024-03-29,East,Biased,17,97.0,4688.0,454736.0,454736.0,2024-03-29,4688
S02449,2024-05-25,South,Biased,18,116.0,5369.0,622804.0,622804.0,2024-05-25,5369
S02450,2024-05-26,North,Radial,18,142.0,4130.0,443617.5,586460.0,2024-05-26,4130
S02451,2024-06-12,South,Biased,18,103.0,4580.0,471740.0,471740.0,2024-06-12,4580
S02452,2024-07-01,North,Biased,14,138.0,4459.0,615342.0,615342.0,2024-07-01,4459
S02453,2024-03-09,East,Radial,16,140.0,4459.0,624260.0,624260.0,2024-03-09,4459
S02454,2024-06-23,West,Biased,17,85.0,4711.0,400435.0,400435.0,2024-06-23,4711
S02455,2024-02-18,East,Radial,15,101.0,4575.0,462075.0,462075.0,2024-02-18,4575
S02456,2024-04-17,South,Biased,17,71.0,4595.0,326245.0,326245.0,2024-04-17,4595
S02457,2024-06-09,South,Radial,17,87.0,4252.0,369924.0,369924.0,2024-06-09,4252
S02459,2024-05-28,East,Biased,14,111.0,5135.0,569985.0,569985.0,2024-05-28,5135
S02460,2024-05-29,North,Biased,18,114.0,4861.0,554154.0,554154.0,2024-05-29,4861
S02461,2024-06-24,East,Biased,17,52.0,3654.0,200853.24,200073.52,2024-06-24,3654
S02462,2024-02-06,South,Biased,16,137.0,3558.0,487446.0,487446.0,2024-02-06,3558
S02463,2024-05-22,North,Radial,14,57.0,4798.0,273486.0,273486.0,2024-05-22,4798
S02464,2024-06-11,North,Biased,14,88.0,5294.0,465872.0,465872.0,2024-06-11,5294
S02465,2024-07-17,East,Radial,16,67.0,3700.0,247900.0,247900.0,2024-07-17,3700
S02467,2024-01-11,East,Radial,16,67.0,4845.0,324615.0,324615.0,2024-01-11,4845
S02468,2024-05-17,West,Radial,15,129.0,4852.0,625908.0,625908.0,2024-05-17,4852
S02469,2024-03-18,Unknown,Biased,16,145.0,5475.0,762528.6400000001,762767.88,2024-03-18,5475
S02470,2024-03-17,South,Biased,15,51.0,4913.0,245650.0,245650.0,2024-03-17,4913
S02471,2024-07-03,North,Biased,18,75.0,4497.0,337275.0,337275.0,2024-07-03,4497
S02472,2024-06-01,East,Biased,18,101.0,4807.0,485507.0,485507.0,2024-06-01,4807
S02473,2024-01-02,South,Radial,14,61.0,4699.0,286639.0,286639.0,2024-01-02,4699
S02474,2024-03-04,East,Radial,16,87.0,4109.0,357483.0,357483.0,2024-03-04,4109
S02476,2024-01-07,East,Biased,16,90.0,4955.0,445950.0,445950.0,2024-01-07,4955
S02477,2024-03-25,West,Biased,14,102.0,4462.0,455124.0,455124.0,2024-03-25,4462
S02478,2024-05-25,North,Biased,18,62.0,5217.0,443617.5,323454.0,2024-05-25,5217
S02479,2024-03-07,West,Biased,18,125.0,3881.0,485125.0,485125.0,2024-03-07,3881
S02480,2024-02-11,South,Radial,14,62.0,4795.0,297290.0,297290.0,2024-02-11,4795
S02481,2024-04-27,Unknown,Biased,16,67.0,3991.0,267397.0,267397.0,2024-04-27,3991
S02482,2024-05-04,East,Biased,17,68.0,5070.0,344760.0,344760.0,2024-05-04,5070
S02483,2024-06-15,West,Radial,16,68.0,3830.0,260440.0,260440.0,2024-06-15,3830
S02484,2024-06-17,West,Radial,14,119.0,4374.0,520506.0,520506.0,2024-06-17,4374
S02485,2024-01-24,North,Biased,16,97.0,5122.0,496834.0,496834.0,2024-01-24,5122
S02486,2024-07-06,West,Biased,15,120.0,3657.0,438840.0,438840.0,2024-07-06,3657
S02487,2024-02-15,West,Radial,16,120.0,3931.0,471720.0,471720.0,2024-02-15,3931
S02489,2024-03-08,North,Radial,18,141.0,4639.0,654099.0,654099.0,2024-03-08,4639
S02490,2024-04-11,West,Radial,15,68.0,5043.0,342924.0,342924.0,2024-04-11,5043
S02491,2024-02-11,East,Biased,16,129.0,4118.0,531222.0,531222.0,2024-02-11,4118
S02492,2024-02-01,North,Radial,17,130.0,4118.0,443617.5,535340.0,2024-02-01,4118
S02493,2024-06-15,North,Biased,16,135.0,4125.0,556875.0,556875.0,2024-06-15,4125
S02494,2024-04-18,West,Biased,18,132.0,3934.0,519288.0,519288.0,2024-04-18,3934
S02495,2024-02-05,West,Biased,18,97.0,5045.0,489365.0,489365.0,2024-02-05,5045
S02496,2024-04-06,Nort,Biased,14,78.0,4295.0,335010.0,335010.0,2024-04-06,4295
S02497,2024-06-12,West,Radial,18,97.0,4431.0,429807.0,429807.0,2024-06-12,4431
S02498,2024-05-10,North,Biased,14,68.0,4071.0,276828.0,276828.0,2024-05-10,4071
S02499,2024-03-13,East,Biased,18,148.0,3765.0,557220.0,557220.0,2024-03-13,3765
S02500,2024-05-15,East,Radial,18,96.0,4921.0,472416.0,472416.0,2024-05-15,4921
S02501,2024-04-06,North,Biased,17,138.0,3601.0,496938.0,496938.0,2024-04-06,3601
S02502,2024-05-02,North,Biased,14,109.0,4586.0,499874.0,499874.0,2024-05-02,4586
S02503,2024-03-10,South,Biased,14,97.0,4496.0,436112.0,436112.0,2024-03-10,4496
S02504,2024-06-17,South,Biased,18,69.0,5210.0,359490.0,359490.0,2024-06-17,5210
S02505,2024-07-14,West,Radial,14,68.0,4208.0,286144.0,286144.0,2024-07-14,4208
S02506,2024-01-13,West,Radial,18,91.0,4514.0,410774.0,410774.0,2024-01-13,4514
S02507,2024-02-18,North,Biased,18,126.0,4323.0,544698.0,544698.0,2024-02-18,4323
S02508,2024-02-29,North,Radial,16,125.0,5425.0,678125.0,678125.0,2024-02-29,5425
S02509,2024-05-09,South,Radial,14,98.0,5034.0,493332.0,493332.0,2024-05-09,5034
S02510,2024-07-06,South,Radial,15,64.0,3721.0,238144.0,238144.0,2024-07-06,3721
S02511,2024-01-05,North,Radial,14,109.0,4414.0,443617.5,481126.0,2024-01-05,4414
S02512,2024-06-20,East,Biased,14,117.0,3935.0,460395.0,460395.0,2024-06-20,3935
