Sale_ID,Date,Region,Tyre_Type,Tyre_Size,Units_Sold,Unit_Price,Total_Sales
S00948,2024-03-21,West,Radial,16,127.0,4618,586486.0
S00949,2024-01-26,North,Biased,17,127.0,4488,569976.0
S00950,2024-02-05,North,Biased,16,75.0,3576,268200.0
S00951,2024-01-01,South,Radial,16,79.0,3650,288350.0
S00952,2024-01-08,South,Radial,17,139.0,3641,506099.0
S00953,2024-04-22,West,Biased,17,87.0,3730,324510.0
S00954,2024-04-08,South,Radial,18,135.0,5293,714555.0
S00955,2024-06-28,East,Biased,14,83.0,5431,450773.0
S00956,2024-02-16,West,Biased,18,138.0,4453,614514.0
S00957,2024-05-06,East,Radial,14,149.0,3627,540423.0
S00958,2024-02-25,North,Biased,17,126.0,4359,549234.0
S00959,2024-01-14,East,Radial,14,142.0,5259,746778.0
S00960,2024-01-28,North,Biased,15,122.0,4195,511790.0
S00961,2024-03-18,East,Biased,18,64.0,3996,255744.0
S00962,2024-05-09,North,Radial,18,144.0,4803,691632.0
S00963,2024-04-18,South,Biased,18,93.0,5328,495504.0
S00964,2024-06-02,East,Radial,16,140.0,5064,708960.0
S00965,2024-01-14,North,Biased,16,144.0,4309,620496.0
S00966,2024-07-05,East,Biased,17,59.0,5053,298127.0
S00967,2024-02-25,West,Biased,17,86.0,3630,312180.0
S00968,2024-04-24,South,Biased,16,56.0,4984,279104.0
S00969,07/01/2024,Nort,Radial,18,81.0,3768,305208.0
S00970,2024-01-03,West,Biased,16,60.0,4117,247020.0
S00971,2024-04-20,East,Biased,14,97.0,5192,503624.0
S00972,2024-05-30,West,BIASED,18,not available,4461,629001.0
S00973,2024-04-16,East,Radial,16,117.0,5094,595998.0
S00974,2024-01-18,South,Radial,17,97.0,5127,497319.0
S00975,2024-02-07,West,Radial,16,94.0,5467,513898.0
S00976,2024-04-24,South,Radial,15,144.0,4783,688752.0
S00977,2024-01-15,North,Biased,16,142.0,4574,649508.0
S00978,2024-07-10,East,Biased,18,82.0,4656,381792.0
S00979,2024-04-28,East,Biased,16,53.0,5202,275706.0
S00980,2024-01-28,South,Radial,17,96.0,4308,413568.0
S00981,2024-02-08,South,RADIAL,14,139.0,4528,629392.0
S00982,2024-07-03,North,Biased,15,102.0,4147,422994.0
S00983,2024-01-17,,Biased,18,80.0,4237,338960.0
S00984,2024-03-26,East,Biased,17,80.0,4001,320080.0
S00985,2024-05-05,East,Radial,15,76.0,4707,357732.0
S00986,2024-02-13,North,Biased,16,138.0,3908,539304.0
S00987,2024-01-25,North,Biased,15,97.0,4614,447558.0
S00988,2024-05-24,South,Radial,14,85.0,4959,421515.0
S00989,2024-01-13,South,Radial,15,98.0,4319,423262.0
S00990,2024-01-25,West,Biased,15,80.0,4402,352160.0
S00991,2024-03-08,Nort,Radial,16,93.0,3688,342984.0
S00992,2024-05-17,West,Biased,16,108.0,5003,540324.0
S00993,2024-03-07,North,Biased,18,72.0,4480,322560.0
S00994,2024-04-18,East,Biased,16,148.0,4314,638472.0
S00995,2024-05-25,North,Biased,15,117.0,3882,454194.0
S00996,2024-04-20,North,Radial,14,141.0,4349,613209.0
S00997,2024-04-20,East,Radial,16,91.0,4845,440895.0
S00998,2024-02-03,North,Radial,18,91.0,4966,451906.0
S00999,2024-04-20,,Biased,18,62.0,3989,247318.0
S01000,2024-01-08,South,Biased,15,50.0,4656,
S01001,2024-06-16,South,Biased,16,125.0,5207,650875.0
S01002,2024-04-22,West,Radial,16,102.0,3925,400350.0
S01003,2024-03-23,East,Radial,18,89.0,3749,333661.0
S01004,2024-02-11,North,Biased,16,,4584,637176.0
S01005,2024-06-17,West,Radial,15,95.0,5482,520790.0
S01006,2024-04-10,South,Radial,14,136.0,5085,691560.0
S01007,2024-01-06,South,Radial,15,71.0,4519,320849.0
S01008,2024-06-28,West,Radial,16,101.0,4945,499445.0
S01009,2024-01-26,South,Biased,15,,4999,384923.0
S01010,2024-03-04,West,Radial,17,102.0,4746,484092.0
S01011,05/07/2024,South,Biased,17,112.0,4961,555632.0
S01012,02/07/2024,West,RADIAL,16,66.0,4183,276078.0
S01013,2024-02-28,North,Biased,16,113.0,5443,615059.0
S01014,2024-04-18,North,Biased,14,55.0,4907,269885.0
S01015,2024-07-16,North,Radial,15,63.0,3818,240534.0
S01016,2024-04-30,,Biased,14,66.0,4519,298254.0
S01017,2024-02-02,South,Biased,16,87.0,3724,323988.0
S01018,2024-06-29,East,Radial,16,118.0,3922,462796.0
S01019,2024-05-29,West,Biased,18,62.0,4407,273234.0
S01020,2024-01-21,East,Radial,14,102.0,4714,480828.0
S01021,2024-07-16,South,Biased,16,58.0,5394,312852.0
S01022,2024-03-10,South,Radial,17,93.0,5300,492900.0
S01023,2024-04-21,East,Radial,18,75.0,5279,395925.0
S01024,2024-01-04,East,Radial,15,126.0,3578,450828.0
S01025,2024-04-03,South,Radial,18,68.0,4354,296072.0
S01026,2024-03-15,South,Radial,15,97.0,4503,436791.0
S01027,2024-07-08,West,Biased,17,130.0,3864,502320.0
S01028,2024-03-02,North,Biased,15,129.0,3521,454209.0
S01029,2024-04-03,North,Radial,14,79.0,4047,319713.0
S01030,2024-04-04,West,Biased,15,,3829,310149.0
S01031,2024-05-31,East,Biased,15,127.0,4679,594233.0
S01032,2024-02-24,South,Biased,18,128.0,3555,455040.0
S01033,2024-05-16,East,Radial,17,125.0,5390,673750.0
S01034,2024-05-10,North,Radial,15,124.0,4771,591604.0
S01035,2024-01-31,North,Biased,14,118.0,4424,522032.0
S01036,2024-02-09,East,Radial,18,60.0,3760,225600.0
S01037,2024-02-05,Nort,Radial,17,147.0,5295,778365.0
S01038,2024-05-31,South,Biased,17,132.0,3934,519288.0
S01039,2024-01-06,,Radial,16,75.0,5050,378750.0
S01040,2024-03-06,East,RADIAL,14,75.0,5001,375075.0
S01041,2024-03-15,South,Radial,18,66.0,5223,344718.0
S01042,2024-01-04,South,Radial,18,144.0,4037,
S01043,2024-03-19,Nort,Radial,14,132.0,4034,
S01044,2024-05-13,South,Biased,17,93.0,3880,360840.0
S01045,2024-04-27,East,Radial,15,133.0,3602,479066.0
S01046,2024-04-22,South,Radial,14,72.0,3528,254016.0
S01047,2024-04-03,West,Biased,18,74.0,5377,397898.0
S01048,2024-06-27,South,Biased,14,141.0,5006,705846.0
S01049,2024-03-02,South,Radial,17,86.0,4580,393880.0
S01050,2024-07-03,West,Biased,16,125.0,4585,573125.0
S01051,2024-07-12,South,Radial,16,114.0,4454,507756.0
S01052,2024-03-19,South,Biased,15,51.0,4571,233121.0
S01053,2024-05-15,North,Radial,15,123.0,4890,601470.0
S01054,2024-01-26,East,Biased,17,147.0,4046,594762.0
S01055,2024-06-27,North,Radial,15,81.0,5081,411561.0
S01056,2024-06-21,East,Biased,16,,5068,699384.0
S01057,2024-02-13,West,Radial,17,123.0,3826,470598.0
S01058,12/05/2024,West,Radial,17,,5261,547144.0
S01059,2024-03-10,West,Radial,17,99.0,3765,372735.0
S01060,2024-06-02,East,Biased,14,114.0,5251,598614.0
S01061,2024-04-27,East,Biased,15,81.0,4228,342468.0
S01062,2024-03-08,East,Radial,18,86.0,4699,404114.0
S01063,19/01/2024,West,Radial,16,125.0,4567,570875.0
S01064,2024-01-20,East,Radial,15,131.0,3718,487058.0
S01065,2024-04-22,South,Radial,16,143.0,3625,518375.0
S01066,2024-05-19,North,Biased,15,62.0,4381,271622.0
S01067,2024-02-16,West,Biased,18,103.0,5489,565367.0
S01068,2024-01-01,North,Biased,16,52.0,4902,254904.0
S01069,2024-03-30,South,Radial,18,134.0,3818,511612.0
S01070,2024-05-21,East,Radial,16,91.0,4828,439348.0
S01071,2024-03-04,North,Biased,14,127.0,4723,599821.0
S01072,2024-02-07,South,Biased,14,89.0,3584,318976.0
S01073,2024-02-06,South,Biased,16,123.0,4564,561372.0
S01074,2024-05-05,North,Biased,16,115.0,4222,485530.0
S01075,2024-05-18,West,Radial,18,109.0,5389,587401.0
S01076,2024-04-09,North,RADIAL,17,60.0,5074,304440.0
S01077,2024-03-17,West,Radial,16,50.0,4886,244300.0
S01078,2024-01-03,East,BIASED,15,75.0,5442,408150.0
S01079,2024-06-09,West,Radial,15,,4792,436072.0
S01080,2024-05-13,East,Biased,15,111.0,3861,428571.0
S01081,2024-06-26,Nort,Biased,14,110.0,3866,425260.0
S01082,2024-01-10,East,Biased,18,126.0,4704,592704.0
S01083,2024-01-05,South,Biased,14,not available,4754,670314.0
S01084,2024-05-30,East,Biased,15,149.0,4487,668563.0
S01085,2024-05-17,West,Radial,16,134.0,4593,615462.0
S01086,2024-06-20,West,Radial,15,111.0,5348,593628.0
S01087,2024-05-09,West,Radial,16,123.0,4087,502701.0
S01088,2024-01-13,East,Biased,18,61.0,4462,272182.0
S01089,2024-06-16,West,Radial,17,76.0,5467,415492.0
S01090,09/05/2024,West,Biased,16,116.0,5311,616076.0
S01091,2024-03-24,South,Radial,14,77.0,3988,307076.0
S01092,2024-03-05,East,Biased,15,115.0,4757,547055.0
S01093,2024-03-03,South,Biased,15,77.0,5353,412181.0
S01094,2024-04-10,West,Radial,15,144.0,4952,713088.0
S01095,2024-03-13,West,Biased,16,70.0,4330,303100.0
S01096,17/01/2024,West,Radial,18,56.0,5171,289576.0
S01097,2024-01-09,East,Radial,16,144.0,4165,599760.0
S01098,2024-05-22,North,Radial,14,63.0,4817,303471.0
S01099,2024-05-31,West,Biased,15,not available,4871,428648.0
S01100,2024-02-07,West,Biased,16,122.0,4622,563884.0
S01101,2024-06-11,West,Biased,15,136.0,4375,595000.0
S01102,2024-04-03,West,Biased,14,111.0,3860,428460.0
S01103,2024-04-04,East,Radial,17,61.0,5460,333060.0
S01104,2024-02-18,North,Biased,17,142.0,5398,766516.0
S01105,2024-03-09,North,Radial,17,87.0,3857,335559.0
S01106,2024-03-02,North,Radial,15,107.0,4653,497871.0
S01107,2024-07-06,West,Biased,16,105.0,5042,529410.0
S01108,2024-06-26,West,Biased,15,88.0,4906,431728.0
S01109,2024-03-18,North,Radial,18,135.0,5140,693900.0
S01110,2024-04-26,North,Biased,16,53.0,5444,288532.0
S01111,2024-04-29,West,Radial,14,97.0,5342,
S01112,2024-05-16,West,Biased,17,,5085,284760.0
S01113,2024-06-10,South,Biased,16,109.0,4235,461615.0
S01114,2024-03-16,South,Radial,16,89.0,3563,317107.0
S01115,2024-02-04,South,Radial,17,57.0,4919,280383.0
S01116,2024-01-01,North,Radial,14,107.0,3680,393760.0
S01117,2024-02-09,East,Biased,15,106.0,4086,433116.0
S01118,2024-03-04,West,Biased,15,84.0,5301,445284.0
S01119,2024-05-29,South,Biased,16,122.0,3688,449936.0
S01120,2024-02-29,East,Radial,17,62.0,4706,291772.0
S01121,2024-03-04,West,Radial,18,88.0,5390,474320.0
S01122,2024-04-02,East,BIASED,14,133.0,5015,666995.0
S01123,2024-03-12,North,Radial,15,70.0,4079,285530.0
S01124,2024-01-11,North,Biased,14,96.0,3669,352224.0
S01125,2024-04-14,North,Radial,14,132.0,3821,504372.0
S01126,2024-01-14,South,Biased,14,51.0,4695,239445.0
S01127,2024-02-29,West,Biased,17,93.0,3783,351819.0
S01128,2024-01-30,North,Biased,17,79.0,5142,406218.0
S01129,2024-02-04,South,RADIAL,17,136.0,3865,525640.0
S01130,2024-06-13,South,Radial,16,104.0,3610,375440.0
S01131,2024-01-05,South,Biased,17,89.0,3577,318353.0
S01132,2024-03-23,South,Biased,16,126.0,5221,657846.0
S01133,2024-05-02,North,Biased,15,146.0,3752,547792.0
S01134,2024-03-18,South,Biased,15,145.0,3735,541575.0
S01135,2024-06-02,North,Biased,15,141.0,3592,506472.0
S01136,2024-03-02,North,Biased,15,73.0,5165,377045.0
S01137,2024-05-11,South,Radial,15,91.0,5218,474838.0
S01138,2024-03-29,North,Radial,17,77.0,4557,350889.0
S01139,2024-02-11,West,Radial,18,143.0,5004,715572.0
S01140,2024-03-29,West,RADIAL,17,142.0,4927,699634.0
S01141,2024-05-25,East,Biased,18,147.0,5338,784686.0
S01142,2024-02-09,West,Biased,17,100.0,3721,372100.0
S01143,2024-03-12,North,Biased,15,71.0,5409,384039.0
S01144,2024-02-08,North,Radial,14,138.0,4395,606510.0
S01145,2024-04-13,West,Radial,18,127.0,5013,636651.0
S01146,2024-01-14,South,Biased,14,123.0,5317,653991.0
S01147,2024-02-01,South,Radial,15,123.0,4863,598149.0
S01148,2024-06-27,North,Radial,18,57.0,5036,287052.0
S01149,2024-05-04,South,Biased,14,63.0,4460,280980.0
S01150,2024-06-14,East,Biased,17,94.0,4484,421496.0
S01151,2024-04-06,East,Biased,15,87.0,5132,446484.0
S01152,2024-01-23,West,Radial,17,not available,5122,414882.0
S01153,2024-03-03,West,Biased,17,,4342,481962.0
S01154,2024-05-22,South,Biased,15,145.0,3751,543895.0
S01155,2024-06-01,North,Biased,18,116.0,4887,566892.0
S01156,2024-05-24,West,Radial,16,133.0,5050,671650.0
S01157,2024-07-12,East,Radial,16,110.0,3641,400510.0
S01158,2024-02-22,West,Biased,15,62.0,3810,236220.0
S01159,2024-04-13,West,Biased,16,136.0,4908,667488.0
S01160,2024-04-13,East,Radial,14,132.0,5324,702768.0
S01161,2024-06-27,North,Radial,18,129.0,4081,
S01162,2024-02-08,West,Biased,17,149.0,4835,720415.0
S01163,2024-06-27,,Radial,17,148.0,4802,710696.0
S01164,2024-07-16,West,Biased,15,96.0,5089,488544.0
S01165,2024-05-13,South,Biased,17,103.0,3845,396035.0
S01166,2024-03-07,,Radial,14,,4910,589200.0
S01167,2024-05-14,East,Biased,14,101.0,3801,383901.0
S01168,2024-06-27,North,Biased,15,121.0,5287,639727.0
S01169,2024-07-18,North,Radial,17,74.0,4006,296444.0
S01170,2024-02-11,East,Biased,16,72.0,3746,269712.0
S01171,2024-07-10,South,Radial,16,123.0,5169,635787.0
S01172,2024-01-15,East,Biased,18,79.0,3987,314973.0
S01173,2024-04-20,North,Biased,15,146.0,5279,770734.0
S01174,2024-06-05,East,Radial,18,60.0,5444,326640.0
S01175,2024-02-02,South,Radial,16,84.0,4762,400008.0
S01176,2024-06-03,North,Radial,16,76.0,5052,383952.0
S01177,2024-06-12,South,Radial,16,116.0,5447,631852.0
S01178,2024-06-05,East,Radial,18,96.0,4427,424992.0
S01179,2024-02-07,West,Radial,15,99.0,4872,482328.0
S01180,2024-07-03,East,Biased,14,57.0,4290,244530.0
S01181,2024-04-06,South,Radial,14,,5268,547872.0
S01182,2024-06-03,East,Biased,16,126.0,4411,555786.0
S01183,2024-07-01,West,Radial,15,91.0,4875,443625.0
S01184,2024-02-02,South,Biased,15,116.0,3653,
S01185,2024-07-14,East,Biased,17,69.0,5033,347277.0
S01186,2024-03-26,South,Radial,17,94.0,5452,512488.0
S01187,2024-03-06,South,Biased,18,84.0,4709,395556.0
S01188,2024-01-10,North,Biased,17,126.0,4443,559818.0
S01189,2024-01-05,North,BIASED,18,69.0,4094,282486.0
S01190,2024-05-02,South,Radial,14,73.0,5090,371570.0
S01191,2024-03-14,East,Radial,16,106.0,4948,524488.0
S01192,2024-04-06,East,Biased,15,104.0,3561,370344.0
S01193,2024-04-27,East,Radial,14,58.0,4924,285592.0
S01194,2024-02-07,West,Radial,14,143.0,4369,624767.0
S01195,2024-05-20,South,Biased,18,138.0,4582,632316.0
S01196,2024-06-07,South,Biased,16,65.0,4665,303225.0
S01197,2024-02-16,West,Radial,18,104.0,3965,412360.0
S01198,2024-04-18,South,Radial,14,121.0,4672,565312.0
S01199,2024-06-28,South,Radial,15,107.0,4970,531790.0
S01200,2024-07-02,West,Biased,17,113.0,4697,530761.0
S01201,2024-01-15,North,Radial,18,141.0,3810,537210.0
S01202,2024-06-05,South,Radial,14,125.0,4585,573125.0
S01203,2024-05-15,West,Radial,17,137.0,4690,642530.0
S01204,2024-01-05,East,Biased,17,98.0,5205,510090.0
S01205,2024-06-05,North,Biased,14,78.0,4315,336570.0
S01206,2024-02-16,East,Biased,16,128.0,3602,461056.0
S01207,2024-03-08,South,Radial,14,131.0,3527,462037.0
S01208,2024-03-16,North,Radial,15,56.0,5119,286664.0
S01209,2024-06-21,West,Biased,17,126.0,4007,504882.0
S01210,2024-05-09,South,Radial,15,132.0,3633,479556.0
S01211,2024-06-03,West,Radial,18,118.0,3558,419844.0
S01212,2024-04-04,North,Radial,17,139.0,4613,641207.0
S01213,2024-04-24,East,Biased,16,51.0,3569,182019.0
S01214,2024-06-12,South,Radial,14,82.0,5458,447556.0
S01215,2024-02-05,South,Radial,18,97.0,3684,357348.0
S01216,2024-01-26,West,Biased,15,86.0,4961,426646.0
S01217,2024-02-12,North,Radial,18,138.0,4071,561798.0
S01218,2024-01-27,West,Biased,16,138.0,4997,689586.0
S01219,2024-03-09,North,Radial,14,79.0,5180,409220.0
S01220,2024-05-27,South,Biased,18,90.0,3667,330030.0
S01221,2024-01-11,North,Biased,15,53.0,4077,
S01222,14/03/2024,South,Radial,18,132.0,5406,713592.0
S01223,2024-04-13,North,Radial,14,140.0,4647,650580.0
S01224,2024-02-07,East,BIASED,18,88.0,4736,416768.0
S01225,2024-05-13,North,RADIAL,15,73.0,3681,268713.0
S01226,2024-07-18,East,Biased,14,99.0,3570,353430.0
S01227,2024-01-23,North,Radial,16,86.0,4055,348730.0
S01228,2024-02-16,North,Radial,16,102.0,4351,443802.0
S01229,2024-03-30,West,Radial,17,74.0,4718,349132.0
S01230,2024-02-15,West,Radial,18,142.0,5092,723064.0
S01231,2024-04-16,South,Biased,15,80.0,4815,385200.0
S01232,2024-05-19,West,Biased,18,148.0,4580,677840.0
S01233,2024-05-20,North,Radial,14,141.0,5412,763092.0
S01234,13/04/2024,West,Radial,17,87.0,4182,363834.0
S01235,2024-07-08,North,Radial,15,107.0,4823,516061.0
S01236,2024-04-20,East,Radial,18,102.0,3817,389334.0
S01237,2024-04-13,North,Radial,15,99.0,4894,484506.0
S01238,29/02/2024,South,Biased,14,53.0,4606,244118.0
S01239,2024-06-19,East,Biased,17,141.0,4328,610248.0
S01240,2024-04-09,South,Radial,15,101.0,3593,362893.0
S01241,2024-03-08,South,Biased,14,80.0,3766,301280.0
S01242,2024-05-12,South,Biased,16,,5368,730048.0
S01243,2024-04-29,West,Radial,15,127.0,4899,622173.0
S01244,2024-02-06,South,Biased,17,,4684,660444.0
S01245,2024-03-12,East,Biased,15,63.0,4113,259119.0
S01246,2024-05-06,North,Biased,15,50.0,4001,200050.0
S01247,2024-04-15,South,Biased,14,92.0,4900,450800.0
S01248,2024-04-01,East,Radial,18,145.0,4635,672075.0
S01249,2024-01-31,South,Biased,18,108.0,4077,440316.0
S01250,2024-05-01,North,Biased,15,110.0,5145,565950.0
S01251,2024-05-16,,Biased,17,90.0,4131,371790.0
S01252,2024-02-20,East,Radial,17,67.0,3778,253126.0
S01253,2024-01-29,North,Biased,14,109.0,4253,463577.0
S01254,2024-02-09,East,Biased,15,118.0,4956,584808.0
S01255,2024-02-10,North,Biased,15,128.0,5183,663424.0
S01256,2024-01-11,East,Radial,18,108.0,3741,404028.0
S01257,2024-05-30,East,Radial,14,91.0,4745,431795.0
S01258,2024-01-01,North,Radial,16,129.0,4282,552378.0
S01259,2024-02-15,North,Radial,17,149.0,4461,664689.0
S01260,2024-04-10,East,Radial,17,85.0,4809,408765.0
S01261,2024-05-28,East,Biased,15,89.0,4484,399076.0
S01262,2024-03-30,,Radial,14,79.0,3503,276737.0
S01263,2024-04-19,West,Biased,16,,3819,519384.0
S01264,12/06/2024,North,Radial,17,60.0,4844,290640.0
S01265,2024-06-30,East,Radial,14,74.0,4531,335294.0
S01266,2024-02-26,East,Radial,16,94.0,4575,430050.0
S01267,2024-01-01,East,Biased,15,100.0,4523,452300.0
S01268,2024-03-03,North,Biased,18,,4665,429180.0
S01269,2024-06-30,East,Biased,17,115.0,5349,615135.0
S01270,2024-02-24,West,Radial,17,148.0,4278,633144.0
S01271,2024-04-24,South,RADIAL,16,96.0,4326,415296.0
S01272,2024-06-16,West,Radial,18,73.0,3779,275867.0
S01273,2024-05-22,North,Radial,14,126.0,4611,580986.0
S01274,2024-05-28,East,Radial,15,86.0,4683,402738.0
S01275,2024-06-23,North,Radial,14,105.0,4484,470820.0
S01276,2024-02-22,South,Biased,16,143.0,5337,763191.0
S01277,2024-05-16,North,Biased,17,124.0,3527,437348.0
S01278,2024-06-28,East,Radial,17,136.0,5051,686936.0
S01279,2024-02-26,South,Biased,14,95.0,4309,409355.0
S01280,2024-04-26,South,Biased,15,77.0,5394,415338.0
S01281,2024-06-02,East,Biased,16,142.0,3771,535482.0
S01282,2024-06-17,East,Radial,15,101.0,4623,466923.0
S01283,2024-02-04,East,Radial,16,64.0,5431,347584.0
S01284,2024-03-03,North,Radial,15,94.0,4727,444338.0
S01285,2024-01-25,West,Radial,14,107.0,3689,394723.0
S01286,2024-03-30,North,Biased,18,116.0,4045,469220.0
S01287,2024-03-15,North,Radial,16,122.0,3793,462746.0
S01288,2024-02-07,Wst,Radial,14,121.0,5418,655578.0
S01289,2024-05-09,East,Radial,17,146.0,5466,798036.0
S01290,2024-05-14,East,Biased,17,,5498,808206.0
S01291,2024-06-10,West,Biased,15,122.0,5313,648186.0
S01292,2024-03-31,West,Biased,17,130.0,4347,565110.0
S01293,2024-01-17,North,Biased,18,90.0,4867,438030.0
S01294,2024-05-07,South,Biased,16,114.0,4270,486780.0
S01295,2024-06-19,West,Radial,15,89.0,4268,379852.0
S01296,05/07/2024,North,Biased,16,54.0,3552,191808.0
S01297,2024-04-17,South,Biased,16,143.0,5227,747461.0
S01298,2024-06-27,East,Radial,14,124.0,4183,518692.0
S01299,2024-06-30,East,Radial,17,77.0,4570,351890.0
S01300,2024-05-31,North,Radial,16,87.0,4510,392370.0
S01301,2024-01-25,North,Biased,18,130.0,4945,642850.0
S01302,2024-07-17,West,Radial,18,136.0,4202,571472.0
S01303,2024-06-28,East,Biased,17,67.0,4382,293594.0
S01304,2024-07-16,North,Radial,17,not available,3964,340904.0
S01305,2024-03-28,East,Biased,15,76.0,4052,307952.0
S01306,2024-06-09,East,Biased,15,74.0,4416,326784.0
S01307,2024-06-25,West,Biased,15,not available,4952,584336.0
S01308,2024-01-29,South,Biased,17,132.0,4507,594924.0
S01309,2024-03-03,West,Radial,16,76.0,4920,373920.0
S01310,2024-05-29,North,Radial,14,126.0,3693,465318.0
S01311,2024-06-02,West,Biased,15,103.0,3565,367195.0
S01312,2024-06-04,West,Radial,14,56.0,4054,227024.0
S01313,2024-04-23,East,Biased,18,139.0,5225,726275.0
S01314,2024-02-18,West,Radial,17,127.0,4100,520700.0
S01315,2024-07-17,North,Radial,18,76.0,4999,379924.0
S01316,2024-03-21,South,Biased,15,108.0,5211,562788.0
S01317,2024-03-24,West,Biased,16,121.0,5404,653884.0
S01318,2024-04-14,West,Radial,15,80.0,4549,363920.0
S01319,25/06/2024,South,Biased,14,148.0,4622,684056.0
S01320,2024-05-27,North,Radial,15,140.0,3975,556500.0
S01321,2024-04-27,North,Radial,16,117.0,4072,476424.0
S01322,2024-03-26,West,Radial,16,53.0,5416,287048.0
S01323,2024-03-03,East,Biased,17,67.0,4261,285487.0
S01324,2024-07-07,West,Biased,17,112.0,4386,491232.0
S01325,2024-04-13,South,Radial,16,136.0,4329,588744.0
S01326,2024-02-18,South,Biased,16,145.0,5260,762700.0
S01327,2024-03-11,South,Biased,14,125.0,3581,
S01328,2024-01-01,West,Radial,15,101.0,4921,497021.0
S01329,2024-05-20,West,Biased,17,133.0,5217,693861.0
S01330,2024-06-27,North,Biased,14,112.0,5460,611520.0
S01331,2024-05-02,East,Radial,15,94.0,4199,394706.0
S01332,02/07/2024,West,Biased,17,61.0,4916,299876.0
S01333,02/03/2024,North,Radial,14,57.0,3543,201951.0
S01334,2024-02-01,West,Biased,18,71.0,4323,306933.0
S01335,2024-06-06,North,Biased,18,140.0,5001,700140.0
S01336,2024-01-29,North,Radial,17,90.0,5294,476460.0
S01337,2024-02-18,East,Radial,14,90.0,4109,369810.0
S01338,2024-06-21,West,Biased,15,130.0,5388,700440.0
S01339,2024-01-30,North,Radial,15,106.0,4614,489084.0
S01340,2024-05-23,,Radial,14,81.0,5350,433350.0
S01341,2024-06-16,South,Biased,18,146.0,4852,708392.0
S01342,2024-01-19,South,Radial,14,144.0,5176,745344.0
S01343,2024-01-18,East,Biased,18,104.0,4937,513448.0
S01344,2024-01-01,North,Biased,18,55.0,5344,293920.0
S01345,2024-03-18,East,Radial,15,88.0,5287,465256.0
S01346,2024-04-24,West,Biased,17,58.0,4219,244702.0
S01347,2024-06-23,West,Radial,16,81.0,4190,339390.0
S01348,2024-07-12,North,Biased,14,85.0,5333,453305.0
S01349,2024-04-22,South,Radial,18,65.0,5445,353925.0
S01350,2024-04-23,North,Radial,14,61.0,4198,256078.0
S01351,2024-06-14,North,Biased,17,90.0,4336,390240.0
S01352,2024-06-27,North,Radial,17,116.0,3609,418644.0
S01353,2024-03-03,East,Radial,16,107.0,3718,397826.0
S01354,2024-05-11,West,Radial,16,140.0,3962,554680.0
S01355,2024-05-08,North,Biased,18,140.0,4359,610260.0
S01356,2024-01-08,North,Biased,16,58.0,4014,232812.0
S01357,2024-06-05,North,Radial,18,66.0,5076,335016.0
S01358,2024-02-24,East,Radial,15,54.0,4136,223344.0
S01359,2024-04-12,East,Biased,18,,4780,358500.0
S01360,2024-05-10,East,Biased,16,134.0,4716,631944.0
S01361,2024-02-01,North,Biased,14,50.0,4126,206300.0
S01362,2024-01-10,South,Radial,16,50.0,3569,178450.0
S01363,2024-04-19,South,Biased,17,84.0,3958,332472.0
S01364,2024-06-10,South,Radial,16,58.0,4905,284490.0
S01365,2024-05-03,West,Biased,15,136.0,5341,
S01366,2024-03-27,North,Radial,18,87.0,5017,436479.0
S01367,2024-02-24,South,Biased,17,53.0,5371,284663.0
S01368,2024-02-01,South,Radial,18,101.0,3596,363196.0
S01369,26/06/2024,,Biased,18,68.0,5251,357068.0
S01370,2024-05-14,North,Biased,16,54.0,5350,288900.0
S01371,2024-04-02,South,Radial,14,141.0,3723,524943.0
S01372,2024-01-08,South,Biased,17,,5365,520405.0
S01373,2024-03-05,North,Biased,15,136.0,4330,588880.0
S01374,2024-02-26,West,Biased,15,112.0,4804,538048.0
S01375,2024-03-07,East,Biased,14,87.0,5429,472323.0
S01376,2024-07-05,South,Radial,14,,4856,490456.0
S01377,2024-03-12,East,Radial,16,136.0,5415,736440.0
S01378,23/02/2024,West,Biased,15,95.0,4140,393300.0
S01379,07/03/2024,West,Radial,17,131.0,5134,672554.0
S01380,2024-02-20,South,Radial,14,142.0,5305,753310.0
S01381,2024-04-06,North,Radial,14,141.0,4928,694848.0
S01382,2024-04-01,West,Radial,14,58.0,3995,231710.0
S01383,2024-01-08,East,Radial,17,99.0,5282,522918.0
S01384,2024-06-10,East,Biased,15,123.0,4709,579207.0
S01385,2024-02-04,East,Radial,17,115.0,5279,607085.0
S01386,2024-04-05,East,Biased,17,126.0,4561,574686.0
S01387,28/03/2024,West,Radial,16,87.0,4268,371316.0
S01388,2024-03-18,South,Biased,14,76.0,5375,408500.0
S01389,2024-02-01,South,Biased,15,69.0,4259,293871.0
S01390,2024-04-29,East,Biased,16,111.0,5168,573648.0
S01391,2024-02-15,South,Radial,16,123.0,3987,490401.0
S01392,2024-05-23,East,Radial,18,65.0,4055,263575.0
S01393,2024-07-14,East,Biased,14,128.0,4491,574848.0
S01394,2024-06-13,North,Biased,15,62.0,5228,324136.0
S01395,30/06/2024,West,Radial,15,69.0,5029,347001.0
S01396,2024-05-21,West,Radial,15,73.0,3988,
S01397,2024-02-24,East,Biased,14,99.0,3556,352044.0
S01398,2024-06-24,West,Radial,15,56.0,4011,224616.0
S01399,2024-01-07,South,Radial,17,not available,4771,648856.0
